year,harmonised_code,harmonised_name,marriages_civil,marriages_religious
2005,I_31,Navarra,1115.0,1556.0
2005,I_32,Ourense,415.0,704.0
2005,I_33,Asturias,2165.0,2740.0
2005,I_34,Palencia,232.0,463.0
2005,I_35,Las Palmas,1690.0,1649.0
2005,I_36,Pontevedra,1517.0,2544.0
2005,I_37,Salamanca,401.0,1007.0
2005,I_38,Canarias,1748.0,1653.0
2005,I_39,Cantabria,1134.0,1742.0
2005,I_40,Segovia,208.0,396.0
2005,I_41,Sevilla,2547.0,8338.0
2005,I_42,Soria,118.0,172.0
2005,I_43,Tarragona,1775.0,1707.0
2005,I_44,Teruel,166.0,366.0
2005,I_45,Toledo,705.0,2358.0
2005,I_46,Valencia,5707.0,7684.0
2005,I_47,Valladolid,795.0,1704.0
2005,I_48,Bizkaia,2170.0,2809.0
2005,I_49,Zamora,188.0,409.0
2005,I_50,Zaragoza,1405.0,2942.0
2005,I_51,Ceuta,188.0,173.0
2005,I_52,Melilla,235.0,88.0
2006,I_01,Alava,632.0,631.0
2006,I_02,Albacete,511.0,1150.0
2006,I_03,Alicante,3294.0,4312.0
2006,I_04,Almeria,1143.0,1872.0
2006,I_05,Avila,186.0,408.0
2006,I_06,Badajoz,741.0,2342.0
2006,I_07,Illes Balears,2383.0,1877.0
2006,I_08,Barcelona,14097.0,8734.0
2006,I_09,Burgos,526.0,881.0
2006,I_10,Caceres,467.0,1121.0
2006,I_11,Cadiz,1919.0,4334.0
2006,I_12,Castellon,1142.0,1496.0
2006,I_13,Ciudad Real,513.0,1744.0
2006,I_14,Cordoba,941.0,3101.0
2006,I_15,A Coruna,1986.0,2790.0
2006,I_16,Cuenca,204.0,495.0
2006,I_17,Girona,1845.0,1008.0
2006,I_18,Granada,1192.0,2892.0
2006,I_19,Guadalajara,484.0,698.0
2006,I_20,Gipuzkoa,1603.0,1588.0
2006,I_21,Huelva,712.0,1827.0
2006,I_22,Huesca,363.0,456.0
2006,I_23,Jaen,621.0,2565.0
2006,I_24,Leon,700.0,923.0
2006,I_25,Lleida,969.0,809.0
2006,I_26,La Rioja,582.0,791.0
2006,I_27,Lugo,419.0,694.0
2006,I_28,Madrid,12872.0,14812.0
2006,I_29,Malaga,2985.0,4478.0
2006,I_30,Murcia,1882.0,4602.0
2006,I_31,Navarra,1281.0,1446.0
2006,I_32,Ourense,455.0,692.0
2006,I_33,Asturias,2275.0,2535.0
2006,I_34,Palencia,242.0,429.0
2006,I_35,Las Palmas,1855.0,1485.0
2006,I_36,Pontevedra,1646.0,2390.0
2006,I_37,Salamanca,460.0,876.0
2006,I_38,Canarias,1838.0,1618.0
2006,I_39,Cantabria,1184.0,1638.0
2006,I_40,Segovia,215.0,371.0
2006,I_41,Sevilla,2833.0,7741.0
2006,I_42,Soria,134.0,174.0
2006,I_43,Tarragona,1981.0,1527.0
2006,I_44,Teruel,196.0,293.0
2006,I_45,Toledo,841.0,2193.0
2006,I_46,Valencia,5604.0,7048.0
2006,I_47,Valladolid,868.0,1636.0
2006,I_48,Bizkaia,2314.0,2426.0
2006,I_49,Zamora,205.0,360.0
2006,I_50,Zaragoza,1640.0,2552.0
2006,I_51,Ceuta,190.0,135.0
2006,I_52,Melilla,288.0,111.0
2007,I_01,Alava,619.0,597.0
2007,I_02,Albacete,536.0,1092.0
2007,I_03,Alicante,3352.0,3998.0
2007,I_04,Almeria,1030.0,1806.0
2007,I_05,Avila,206.0,373.0
2007,I_06,Badajoz,759.0,2133.0
2007,I_07,Illes Balears,2546.0,1799.0
2007,I_08,Barcelona,14566.0,7816.0
2007,I_09,Burgos,602.0,845.0
2007,I_10,Caceres,470.0,1057.0
2007,I_11,Cadiz,1836.0,4056.0
2007,I_12,Castellon,1314.0,1381.0
2007,I_13,Ciudad Real,599.0,1722.0
2007,I_14,Cordoba,988.0,2983.0
2007,I_15,A Coruna,2035.0,2714.0
2007,I_16,Cuenca,202.0,497.0
2007,I_17,Girona,1896.0,969.0
2007,I_18,Granada,1370.0,2807.0
2007,I_19,Guadalajara,562.0,682.0
2007,I_20,Gipuzkoa,1603.0,1490.0
2007,I_21,Huelva,733.0,1736.0
2007,I_22,Huesca,379.0,417.0
2007,I_23,Jaen,691.0,2417.0
2007,I_24,Leon,785.0,975.0
2007,I_25,Lleida,998.0,823.0
2007,I_26,La Rioja,587.0,767.0
2007,I_27,Lugo,440.0,701.0
2007,I_28,Madrid,13692.0,14308.0
2007,I_29,Malaga,3129.0,4109.0
2007,I_30,Murcia,2096.0,4551.0
2007,I_31,Navarra,1273.0,1432.0
2007,I_32,Ourense,558.0,705.0
2007,I_33,Asturias,2354.0,2503.0
2007,I_34,Palencia,236.0,385.0
2007,I_35,Las Palmas,1877.0,1397.0
2007,I_36,Pontevedra,1722.0,2236.0
2007,I_37,Salamanca,479.0,891.0
2007,I_38,Canarias,1690.0,1439.0
2007,I_39,Cantabria,1304.0,1644.0
2007,I_40,Segovia,214.0,380.0
2007,I_41,Sevilla,3152.0,7213.0
2007,I_42,Soria,123.0,165.0
2007,I_43,Tarragona,2077.0,1400.0
2007,I_44,Teruel,205.0,276.0
2007,I_45,Toledo,933.0,2158.0
2007,I_46,Valencia,5992.0,6173.0
2007,I_47,Valladolid,891.0,1662.0
2007,I_48,Bizkaia,2456.0,2297.0
2007,I_49,Zamora,213.0,384.0
2007,I_50,Zaragoza,1596.0,2435.0
2007,I_51,Ceuta,215.0,158.0
2007,I_52,Melilla,428.0,97.0
2008,I_01,Alava,670.0,570.0
2008,I_02,Albacete,544.0,939.0
2008,I_03,Alicante,3497.0,3424.0
2008,I_04,Almeria,1216.0,1543.0
2008,I_05,Avila,194.0,402.0
2008,I_06,Badajoz,836.0,2081.0
2008,I_07,Illes Balears,2524.0,1614.0
2008,I_08,Barcelona,15558.0,6872.0
2008,I_09,Burgos,534.0,831.0
2008,I_10,Caceres,424.0,1057.0
2008,I_11,Cadiz,1963.0,3624.0
2008,I_12,Castellon,1244.0,1240.0
2008,I_13,Ciudad Real,572.0,1656.0
2008,I_14,Cordoba,1024.0,2869.0
2008,I_15,A Coruna,2171.0,2570.0
2008,I_16,Cuenca,187.0,501.0
2008,I_17,Girona,2015.0,825.0
2008,I_18,Granada,1425.0,2358.0
2008,I_19,Guadalajara,556.0,643.0
2008,I_20,Gipuzkoa,1749.0,1319.0
2008,I_21,Huelva,839.0,1545.0
2008,I_22,Huesca,350.0,382.0
2008,I_23,Jaen,739.0,2220.0
2008,I_24,Leon,742.0,904.0
2008,I_25,Lleida,1092.0,693.0
2008,I_26,La Rioja,600.0,723.0
2008,I_27,Lugo,433.0,689.0
2008,I_28,Madrid,13830.0,12753.0
2008,I_29,Malaga,3353.0,3641.0
2008,I_30,Murcia,1987.0,3778.0
2008,I_31,Navarra,1365.0,1316.0
2008,I_32,Ourense,480.0,582.0
2008,I_33,Asturias,2406.0,2369.0
2008,I_34,Palencia,208.0,388.0
2008,I_35,Las Palmas,1951.0,1202.0
2008,I_36,Pontevedra,1728.0,2140.0
2008,I_37,Salamanca,487.0,837.0
2008,I_38,Canarias,1784.0,1401.0
2008,I_39,Cantabria,1355.0,1581.0
2008,I_40,Segovia,231.0,433.0
2008,I_41,Sevilla,3138.0,6427.0
2008,I_42,Soria,99.0,155.0
2008,I_43,Tarragona,2259.0,1195.0
2008,I_44,Teruel,183.0,270.0
2008,I_45,Toledo,1067.0,2224.0
2008,I_46,Valencia,6223.0,5184.0
2008,I_47,Valladolid,879.0,1463.0
2008,I_48,Bizkaia,2604.0,2127.0
2008,I_49,Zamora,209.0,342.0
2008,I_50,Zaragoza,1593.0,2268.0
2008,I_51,Ceuta,229.0,137.0
2008,I_52,Melilla,363.0,107.0
2009,I_01,Alava,699.0,506.0
2009,I_02,Albacete,608.0,791.0
2009,I_03,Alicante,3264.0,2613.0
2009,I_04,Almeria,1151.0,1228.0
2009,I_05,Avila,217.0,314.0
2009,I_06,Badajoz,917.0,1915.0
2009,I_07,Illes Balears,2830.0,1321.0
2009,I_08,Barcelona,14932.0,5371.0
2009,I_09,Burgos,598.0,647.0
2009,I_10,Caceres,514.0,832.0
2009,I_11,Cadiz,1873.0,2762.0
2009,I_12,Castellon,1217.0,918.0
2009,I_13,Ciudad Real,605.0,1313.0
2009,I_14,Cordoba,1065.0,2225.0
2009,I_15,A Coruna,2285.0,2112.0
2009,I_16,Cuenca,238.0,334.0
2009,I_17,Girona,2025.0,649.0
2009,I_18,Granada,1379.0,1822.0
2009,I_19,Guadalajara,519.0,513.0
2009,I_20,Gipuzkoa,1887.0,1094.0
2009,I_21,Huelva,739.0,1071.0
2009,I_22,Huesca,384.0,310.0
2009,I_23,Jaen,649.0,1800.0
2009,I_24,Leon,782.0,735.0
2009,I_25,Lleida,1059.0,523.0
2009,I_26,La Rioja,617.0,588.0
2009,I_27,Lugo,508.0,572.0
2009,I_28,Madrid,13575.0,10930.0
2009,I_29,Malaga,3172.0,2696.0
2009,I_30,Murcia,2106.0,3019.0
2009,I_31,Navarra,1335.0,1157.0
2009,I_32,Ourense,455.0,481.0
2009,I_33,Asturias,2501.0,1984.0
2009,I_34,Palencia,219.0,306.0
2009,I_35,Las Palmas,2034.0,892.0
2009,I_36,Pontevedra,1821.0,1619.0
2009,I_37,Salamanca,479.0,732.0
2009,I_38,Canarias,1919.0,1071.0
2009,I_39,Cantabria,1322.0,1259.0
2009,I_40,Segovia,230.0,336.0
2009,I_41,Sevilla,3125.0,5025.0
2009,I_42,Soria,163.0,127.0
2009,I_43,Tarragona,2149.0,879.0
2009,I_44,Teruel,238.0,190.0
2009,I_45,Toledo,1063.0,1784.0
2009,I_46,Valencia,6258.0,3872.0
2009,I_47,Valladolid,958.0,1189.0
2009,I_48,Bizkaia,2489.0,1818.0
2009,I_49,Zamora,222.0,315.0
2009,I_50,Zaragoza,1672.0,1925.0
2009,I_51,Ceuta,255.0,142.0
2009,I_52,Melilla,309.0,100.0
2010,I_01,Alava,771.0,505.0
2010,I_02,Albacete,630.0,723.0
2010,I_03,Alicante,3426.0,2162.0
2010,I_04,Almeria,1142.0,1022.0
2010,I_05,Avila,236.0,272.0
2010,I_06,Badajoz,1013.0,1694.0
2010,I_07,Illes Balears,2975.0,1085.0
2010,I_08,Barcelona,16225.0,4636.0
2010,I_09,Burgos,625.0,666.0
2010,I_10,Caceres,535.0,643.0
2010,I_11,Cadiz,1958.0,2359.0
2010,I_12,Castellon,1286.0,780.0
2010,I_13,Ciudad Real,621.0,1135.0
2010,I_14,Cordoba,1078.0,1862.0
2010,I_15,A Coruna,2405.0,1930.0
2010,I_16,Cuenca,277.0,321.0
2010,I_17,Girona,1966.0,580.0
2010,I_18,Granada,1351.0,1665.0
2010,I_19,Guadalajara,643.0,461.0
2010,I_20,Gipuzkoa,1939.0,927.0
2010,I_21,Huelva,788.0,984.0
2010,I_22,Huesca,412.0,267.0
2010,I_23,Jaen,708.0,1502.0
2010,I_24,Leon,804.0,726.0
2010,I_25,Lleida,1077.0,504.0
2010,I_26,La Rioja,601.0,534.0
2010,I_27,Lugo,536.0,537.0
2010,I_28,Madrid,15180.0,10056.0
2010,I_29,Malaga,3238.0,2505.0
2010,I_30,Murcia,2363.0,2718.0
2010,I_31,Navarra,1318.0,1005.0
2010,I_32,Ourense,478.0,435.0
2010,I_33,Asturias,2473.0,1814.0
2010,I_34,Palencia,252.0,295.0
2010,I_35,Las Palmas,1947.0,856.0
2010,I_36,Pontevedra,1953.0,1513.0
2010,I_37,Salamanca,428.0,653.0
2010,I_38,Canarias,1918.0,923.0
2010,I_39,Cantabria,1359.0,1161.0
2010,I_40,Segovia,264.0,278.0
2010,I_41,Sevilla,3272.0,4353.0
2010,I_42,Soria,143.0,131.0
2010,I_43,Tarragona,2267.0,752.0
2010,I_44,Teruel,237.0,180.0
2010,I_45,Toledo,1069.0,1552.0
2010,I_46,Valencia,6551.0,3296.0
2010,I_47,Valladolid,1003.0,1012.0
2010,I_48,Bizkaia,2825.0,1526.0
2010,I_49,Zamora,210.0,271.0
2010,I_50,Zaragoza,1690.0,1707.0
2010,I_51,Ceuta,242.0,158.0
2010,I_52,Melilla,326.0,119.0
2011,I_01,Alava,763.0,402.0
2011,I_02,Albacete,687.0,634.0
2011,I_03,Alicante,3607.0,1893.0
2011,I_04,Almeria,1110.0,973.0
2011,I_05,Avila,202.0,268.0
2011,I_06,Badajoz,1001.0,1395.0
2011,I_07,Illes Balears,3089.0,986.0
2011,I_08,Barcelona,15622.0,4195.0
2011,I_09,Burgos,614.0,532.0
2011,I_10,Caceres,529.0,623.0
2011,I_11,Cadiz,1941.0,2174.0
2011,I_12,Castellon,1191.0,648.0
2011,I_13,Ciudad Real,626.0,1016.0
2011,I_14,Cordoba,1030.0,1767.0
2011,I_15,A Coruna,2420.0,1706.0
2011,I_16,Cuenca,252.0,306.0
2011,I_17,Girona,2057.0,534.0
2011,I_18,Granada,1340.0,1527.0
2011,I_19,Guadalajara,604.0,416.0
2011,I_20,Gipuzkoa,1948.0,834.0
2011,I_21,Huelva,781.0,941.0
2011,I_22,Huesca,380.0,253.0
2011,I_23,Jaen,730.0,1461.0
2011,I_24,Leon,821.0,639.0
2011,I_25,Lleida,1009.0,439.0
2011,I_26,La Rioja,597.0,494.0
2011,I_27,Lugo,570.0,462.0
2011,I_28,Madrid,15592.0,9443.0
2011,I_29,Malaga,3106.0,2176.0
2011,I_30,Murcia,2336.0,2391.0
2011,I_31,Navarra,1397.0,845.0
2011,I_32,Ourense,466.0,417.0
2011,I_33,Asturias,2403.0,1527.0
2011,I_34,Palencia,223.0,261.0
2011,I_35,Las Palmas,2116.0,755.0
2011,I_36,Pontevedra,1984.0,1231.0
2011,I_37,Salamanca,432.0,512.0
2011,I_38,Canarias,1924.0,840.0
2011,I_39,Cantabria,1308.0,903.0
2011,I_40,Segovia,271.0,250.0
2011,I_41,Sevilla,3314.0,3925.0
2011,I_42,Soria,148.0,103.0
2011,I_43,Tarragona,2043.0,734.0
2011,I_44,Teruel,216.0,181.0
2011,I_45,Toledo,1218.0,1448.0
2011,I_46,Valencia,6602.0,2929.0
2011,I_47,Valladolid,962.0,965.0
2011,I_48,Bizkaia,2858.0,1406.0
2011,I_49,Zamora,233.0,232.0
2011,I_50,Zaragoza,1758.0,1527.0
2011,I_51,Ceuta,300.0,148.0
2011,I_52,Melilla,235.0,91.0
2012,I_01,Alava,786.0,410.0
2012,I_02,Albacete,680.0,672.0
2012,I_03,Alicante,3760.0,1931.0
2012,I_04,Almeria,1328.0,989.0
2012,I_05,Avila,204.0,264.0
2012,I_06,Badajoz,1030.0,1461.0
2012,I_07,Illes Balears,3196.0,835.0
2012,I_08,Barcelona,16455.0,4017.0
2012,I_09,Burgos,660.0,543.0
2012,I_10,Caceres,567.0,636.0
2012,I_11,Cadiz,2272.0,2174.0
2012,I_12,Castellon,1274.0,638.0
2012,I_13,Ciudad Real,700.0,1041.0
2012,I_14,Cordoba,994.0,1739.0
2012,I_15,A Coruna,2705.0,1636.0
2012,I_16,Cuenca,306.0,308.0
2012,I_17,Girona,2060.0,519.0
2012,I_18,Granada,1525.0,1546.0
2012,I_19,Guadalajara,683.0,394.0
2012,I_20,Gipuzkoa,1962.0,747.0
2012,I_21,Huelva,938.0,958.0
2012,I_22,Huesca,489.0,280.0
2012,I_23,Jaen,788.0,1452.0
2012,I_24,Leon,907.0,692.0
2012,I_25,Lleida,1069.0,392.0
2012,I_26,La Rioja,657.0,476.0
2012,I_27,Lugo,569.0,466.0
2012,I_28,Madrid,16024.0,9176.0
2012,I_29,Malaga,3318.0,2167.0
2012,I_30,Murcia,2597.0,2360.0
2012,I_31,Navarra,1405.0,858.0
2012,I_32,Ourense,536.0,385.0
2012,I_33,Asturias,2550.0,1462.0
2012,I_34,Palencia,273.0,283.0
2012,I_35,Las Palmas,2330.0,791.0
2012,I_36,Pontevedra,2042.0,1166.0
2012,I_37,Salamanca,575.0,577.0
2012,I_38,Canarias,1955.0,823.0
2012,I_39,Cantabria,1437.0,912.0
2012,I_40,Segovia,256.0,228.0
2012,I_41,Sevilla,3563.0,3871.0
2012,I_42,Soria,170.0,110.0
2012,I_43,Tarragona,2190.0,656.0
2012,I_44,Teruel,277.0,146.0
2012,I_45,Toledo,1308.0,1400.0
2012,I_46,Valencia,6880.0,2801.0
2012,I_47,Valladolid,1090.0,904.0
2012,I_48,Bizkaia,2940.0,1218.0
2012,I_49,Zamora,251.0,227.0
2012,I_50,Zaragoza,1927.0,1597.0
2012,I_51,Ceuta,240.0,169.0
2012,I_52,Melilla,290.0,91.0
2013,I_01,Alava,806.0,290.0
2013,I_02,Albacete,709.0,494.0
2013,I_03,Alicante,3962.0,1503.0
2013,I_04,Almeria,1239.0,754.0
2013,I_05,Avila,225.0,211.0
2013,I_06,Badajoz,998.0,1065.0
2013,I_07,Illes Balears,3306.0,765.0
2013,I_08,Barcelona,16202.0,3180.0
2013,I_09,Burgos,639.0,418.0
2013,I_10,Caceres,593.0,480.0
2013,I_11,Cadiz,2210.0,1750.0
2013,I_12,Castellon,1245.0,538.0
2013,I_13,Ciudad Real,724.0,814.0
2013,I_14,Cordoba,1082.0,1279.0
2013,I_15,A Coruna,2574.0,1256.0
2013,I_16,Cuenca,318.0,239.0
2013,I_17,Girona,2218.0,424.0
2013,I_18,Granada,1552.0,1242.0
2013,I_19,Guadalajara,633.0,309.0
2013,I_20,Gipuzkoa,1959.0,554.0
2013,I_21,Huelva,852.0,729.0
2013,I_22,Huesca,439.0,207.0
2013,I_23,Jaen,725.0,1108.0
2013,I_24,Leon,866.0,506.0
2013,I_25,Lleida,1016.0,324.0
2013,I_26,La Rioja,609.0,394.0
2013,I_27,Lugo,603.0,327.0
2013,I_28,Madrid,16725.0,7787.0
2013,I_29,Malaga,3486.0,1666.0
2013,I_30,Murcia,2605.0,1836.0
2013,I_31,Navarra,1388.0,735.0
2013,I_32,Ourense,521.0,344.0
2013,I_33,Asturias,2340.0,1023.0
2013,I_34,Palencia,243.0,199.0
2013,I_35,Las Palmas,2700.0,715.0
2013,I_36,Pontevedra,2041.0,907.0
2013,I_37,Salamanca,626.0,459.0
2013,I_38,Canarias,2088.0,696.0
2013,I_39,Cantabria,1257.0,705.0
2013,I_40,Segovia,274.0,170.0
2013,I_41,Sevilla,3791.0,2977.0
2013,I_42,Soria,146.0,89.0
2013,I_43,Tarragona,2157.0,523.0
2013,I_44,Teruel,266.0,144.0
2013,I_45,Toledo,1283.0,1044.0
2013,I_46,Valencia,7043.0,2129.0
2013,I_47,Valladolid,1025.0,756.0
2013,I_48,Bizkaia,2804.0,890.0
2013,I_49,Zamora,216.0,172.0
2013,I_50,Zaragoza,1988.0,1332.0
2013,I_51,Ceuta,247.0,136.0
2013,I_52,Melilla,225.0,87.0
2014,I_01,Alava,888.0,328.0
2014,I_02,Albacete,730.0,586.0
2014,I_03,Alicante,4339.0,1590.0
2014,I_04,Almeria,1174.0,827.0
2014,I_05,Avila,226.0,203.0
2014,I_06,Badajoz,1072.0,1110.0
2014,I_07,Illes Balears,3379.0,848.0
2014,I_08,Barcelona,16519.0,3249.0
2014,I_09,Burgos,633.0,416.0
2014,I_10,Caceres,672.0,483.0
2014,I_11,Cadiz,2523.0,1814.0
2014,I_12,Castellon,1442.0,499.0
2014,I_13,Ciudad Real,725.0,843.0
2014,I_14,Cordoba,1133.0,1453.0
2014,I_15,A Coruna,2701.0,1313.0
2014,I_16,Cuenca,315.0,256.0
2014,I_17,Girona,2436.0,441.0
2014,I_18,Granada,1725.0,1424.0
2014,I_19,Guadalajara,636.0,305.0
2014,I_20,Gipuzkoa,1964.0,579.0
2014,I_21,Huelva,942.0,753.0
2014,I_22,Huesca,440.0,240.0
2014,I_23,Jaen,830.0,1240.0
2014,I_24,Leon,953.0,492.0
2014,I_25,Lleida,1098.0,332.0
2014,I_26,La Rioja,721.0,406.0
2014,I_27,Lugo,605.0,377.0
2014,I_28,Madrid,16160.0,7655.0
2014,I_29,Malaga,3762.0,1745.0
2014,I_30,Murcia,2910.0,2031.0
2014,I_31,Navarra,1617.0,705.0
2014,I_32,Ourense,537.0,313.0
2014,I_33,Asturias,2455.0,1092.0
2014,I_34,Palencia,297.0,201.0
2014,I_35,Las Palmas,2713.0,754.0
2014,I_36,Pontevedra,2098.0,861.0
2014,I_37,Salamanca,614.0,475.0
2014,I_38,Canarias,2386.0,721.0
2014,I_39,Cantabria,1482.0,615.0
2014,I_40,Segovia,275.0,180.0
2014,I_41,Sevilla,4046.0,3189.0
2014,I_42,Soria,179.0,75.0
2014,I_43,Tarragona,2229.0,519.0
2014,I_44,Teruel,283.0,149.0
2014,I_45,Toledo,1323.0,1143.0
2014,I_46,Valencia,7372.0,2130.0
2014,I_47,Valladolid,1124.0,702.0
2014,I_48,Bizkaia,2853.0,809.0
2014,I_49,Zamora,251.0,173.0
2014,I_50,Zaragoza,1842.0,1267.0
2014,I_51,Ceuta,222.0,173.0
2014,I_52,Melilla,256.0,65.0
2015,I_01,Alava,931.0,274.0
2015,I_02,Albacete,834.0,523.0
2015,I_03,Alicante,4523.0,1621.0
2015,I_04,Almeria,1340.0,783.0
2015,I_05,Avila,242.0,194.0
2015,I_06,Badajoz,1203.0,1092.0
2015,I_07,Illes Balears,3850.0,784.0
2015,I_08,Barcelona,17357.0,3109.0
2015,I_09,Burgos,727.0,380.0
2015,I_10,Caceres,676.0,502.0
2015,I_11,Cadiz,2913.0,1753.0
2015,I_12,Castellon,1495.0,536.0
